site_id,timestamp,outdoor_temp,outdoor_humidity
CBE,2025-01-01 22:00:00,23.02,66.29
CBE,2025-01-01 22:10:00,22.75,65.58
CBE,2025-01-01 22:20:00,22.12,67.41
CBE,2025-01-01 22:30:00,22.23,71.55
CBE,2025-01-01 22:40:00,22.03,70.1
CBE,2025-01-01 22:50:00,22.49,68.49
CBE,2025-01-01 23:00:00,22.06,68.71
CBE,2025-01-01 23:10:00,21.02,65.77
CBE,2025-01-01 23:20:00,20.97,72.21
CBE,2025-01-01 23:30:00,20.41,72.31
CBE,2025-01-01 23:40:00,20.47,70.83
CBE,2025-01-01 23:50:00,20.54,69.99
CBE,2025-01-02 00:00:00,20.93,72.81
CBE,2025-01-02 00:10:00,20.16,75.66
CBE,2025-01-02 00:20:00,20.01,75.29
CBE,2025-01-02 00:30:00,19.4,76.87
CBE,2025-01-02 00:40:00,19.84,76.35
CBE,2025-01-02 00:50:00,19.43,78.04
CBE,2025-01-02 01:00:00,19.45,77.48
CBE,2025-01-02 01:10:00,19.22,78.48
CBE,2025-01-02 01:20:00,19.34,74.4
CBE,2025-01-02 01:30:00,18.74,75.94
CBE,2025-01-02 01:40:00,18.73,77.48
CBE,2025-01-02 01:50:00,19.72,79.86
CBE,2025-01-02 02:00:00,18.62,81.25
CBE,2025-01-02 02:10:00,18.62,78.33
CBE,2025-01-02 02:20:00,19.45,77.79
CBE,2025-01-02 02:30:00,19.73,75.88
CBE,2025-01-02 02:40:00,18.48,80.17
CBE,2025-01-02 02:50:00,18.7,78.1
CBE,2025-01-02 03:00:00,18.91,83.37
CBE,2025-01-02 03:10:00,19.33,77.81
CBE,2025-01-02 03:20:00,18.53,82.04
CBE,2025-01-02 03:30:00,18.78,79.93
CBE,2025-01-02 03:40:00,19.13,77.17
CBE,2025-01-02 03:50:00,19.08,78.93
CBE,2025-01-02 04:00:00,18.9,79.58
CBE,2025-01-02 04:10:00,19.04,77.9
CBE,2025-01-02 04:20:00,18.76,79.29
CBE,2025-01-02 04:30:00,19.19,79.02
CBE,2025-01-02 04:40:00,19.29,78.43
CBE,2025-01-02 04:50:00,19.55,77.22
CBE,2025-01-02 05:00:00,19.44,75.16
CBE,2025-01-02 05:10:00,19.89,76.47
CBE,2025-01-02 05:20:00,20.2,76.49
CBE,2025-01-02 05:30:00,20.09,73.02
CBE,2025-01-02 05:40:00,20.32,75.68
CBE,2025-01-02 05:50:00,20.4,74.85
CBE,2025-01-02 06:00:00,20.56,72.6
CBE,2025-01-02 06:10:00,20.54,73.57
CBE,2025-01-02 06:20:00,21.04,73.11
CBE,2025-01-02 06:30:00,21.12,75.96
CBE,2025-01-02 06:40:00,21.99,72.87
CBE,2025-01-02 06:50:00,22.05,73.55
CBE,2025-01-02 07:00:00,21.92,71.26
CBE,2025-01-02 07:10:00,21.81,68.05
CBE,2025-01-02 07:20:00,21.94,71.28
CBE,2025-01-02 07:30:00,22.87,68.69
CBE,2025-01-02 07:40:00,22.83,68.56
CBE,2025-01-02 07:50:00,23.15,66.87
CBE,2025-01-02 08:00:00,22.73,67.93
CBE,2025-01-02 08:10:00,23.79,68.78
CBE,2025-01-02 08:20:00,23.9,67.94
CBE,2025-01-02 08:30:00,23.69,68.27
CBE,2025-01-02 08:40:00,24.14,67.84
CBE,2025-01-02 08:50:00,24.62,61.52
CBE,2025-01-02 09:00:00,24.82,62.15
CBE,2025-01-02 09:10:00,24.98,60.57
CBE,2025-01-02 09:20:00,25.3,63.58
CBE,2025-01-02 09:30:00,25.51,60.94
CBE,2025-01-02 09:40:00,25.89,60.6
CBE,2025-01-02 09:50:00,26.55,60.36
CBE,2025-01-02 10:00:00,25.59,60.63
CBE,2025-01-02 10:10:00,26.54,57.2
CBE,2025-01-02 10:20:00,26.91,56.92
CBE,2025-01-02 10:30:00,27.19,58.2
CBE,2025-01-02 10:40:00,27.23,59.39
CBE,2025-01-02 10:50:00,27.05,56.97
CBE,2025-01-02 11:00:00,27.9,55.25
CBE,2025-01-02 11:10:00,28.55,52.65
CBE,2025-01-02 11:20:00,27.79,56.76
CBE,2025-01-02 11:30:00,28.72,53.7
CBE,2025-01-02 11:40:00,28.56,52.57
CBE,2025-01-02 11:50:00,28.84,51.23
CBE,2025-01-02 12:00:00,28.73,51.17
CBE,2025-01-02 12:10:00,29.13,51.43
CBE,2025-01-02 12:20:00,29.79,52.09
CBE,2025-01-02 12:30:00,29.74,50.22
CBE,2025-01-02 12:40:00,30.24,51.93
CBE,2025-01-02 12:50:00,30.22,50.92
CBE,2025-01-02 13:00:00,30.13,54.28
CBE,2025-01-02 13:10:00,30.65,48.07
CBE,2025-01-02 13:20:00,30.38,50.58
CBE,2025-01-02 13:30:00,30.6,50.34
CBE,2025-01-02 13:40:00,30.36,48.29
CBE,2025-01-02 13:50:00,30.55,49.77
CBE,2025-01-02 14:00:00,30.39,50.6
CBE,2025-01-02 14:10:00,30.96,49.44
CBE,2025-01-02 14:20:00,30.36,51.24
CBE,2025-01-02 14:30:00,30.99,45.8
CBE,2025-01-02 14:40:00,30.73,47.73
CBE,2025-01-02 14:50:00,31.15,51.16
CBE,2025-01-02 15:00:00,31.03,50.3
CBE,2025-01-02 15:10:00,31.35,49.76
CBE,2025-01-02 15:20:00,31.0,50.84
CBE,2025-01-02 15:30:00,30.28,46.19
CBE,2025-01-02 15:40:00,30.69,50.36
CBE,2025-01-02 15:50:00,30.31,50.89
CBE,2025-01-02 16:00:00,30.45,48.46
CBE,2025-01-02 16:10:00,30.98,53.57
CBE,2025-01-02 16:20:00,30.64,50.14
CBE,2025-01-02 16:30:00,30.14,46.79
CBE,2025-01-02 16:40:00,29.94,50.91
CBE,2025-01-02 16:50:00,30.14,49.55
CBE,2025-01-02 17:00:00,29.64,52.69
CBE,2025-01-02 17:10:00,29.67,52.11
CBE,2025-01-02 17:20:00,29.81,50.75
CBE,2025-01-02 17:30:00,29.91,54.29
CBE,2025-01-02 17:40:00,29.59,53.85
CBE,2025-01-02 17:50:00,28.54,51.63
CBE,2025-01-02 18:00:00,29.14,53.1
CBE,2025-01-02 18:10:00,28.88,54.58
CBE,2025-01-02 18:20:00,28.79,53.75
CBE,2025-01-02 18:30:00,28.94,54.3
CBE,2025-01-02 18:40:00,27.63,55.39
CBE,2025-01-02 18:50:00,27.85,54.28
CBE,2025-01-02 19:00:00,27.98,53.09
CBE,2025-01-02 19:10:00,27.1,57.37
CBE,2025-01-02 19:20:00,27.78,54.61
CBE,2025-01-02 19:30:00,27.21,56.71
CBE,2025-01-02 19:40:00,27.11,56.15
CBE,2025-01-02 19:50:00,26.44,56.95
CBE,2025-01-02 20:00:00,26.6,60.69
CBE,2025-01-02 20:10:00,26.43,60.36
CBE,2025-01-02 20:20:00,25.92,60.94
CBE,2025-01-02 20:30:00,25.66,60.0
CBE,2025-01-02 20:40:00,25.41,61.64
CBE,2025-01-02 20:50:00,24.81,63.85
CBE,2025-01-02 21:00:00,24.76,63.86
CBE,2025-01-02 21:10:00,24.5,65.82
CBE,2025-01-02 21:20:00,24.4,66.69
CBE,2025-01-02 21:30:00,24.32,65.52
CBE,2025-01-02 21:40:00,23.45,63.76
CBE,2025-01-02 21:50:00,23.47,66.05
CBE,2025-01-02 22:00:00,23.7,67.67
CBE,2025-01-02 22:10:00,22.78,67.28
CBE,2025-01-02 22:20:00,22.51,67.48
CBE,2025-01-02 22:30:00,22.57,69.78
CBE,2025-01-02 22:40:00,22.52,73.92
CBE,2025-01-02 22:50:00,22.04,70.13
CBE,2025-01-02 23:00:00,22.2,71.43
CBE,2025-01-02 23:10:00,21.84,70.03
CBE,2025-01-02 23:20:00,21.62,74.4
CBE,2025-01-02 23:30:00,21.32,74.38
CBE,2025-01-02 23:40:00,21.65,74.79
CBE,2025-01-02 23:50:00,20.69,76.11
CBE,2025-01-03 00:00:00,18.8,68.97
CBE,2025-01-03 00:10:00,19.7,69.61
CBE,2025-01-03 00:20:00,18.91,73.06
CBE,2025-01-03 00:30:00,18.92,71.85
CBE,2025-01-03 00:40:00,19.12,67.96
CBE,2025-01-03 00:50:00,18.11,72.34
CBE,2025-01-03 01:00:00,18.07,71.12
CBE,2025-01-03 01:10:00,17.84,73.66
CBE,2025-01-03 01:20:00,17.97,73.21
CBE,2025-01-03 01:30:00,18.23,70.25
CBE,2025-01-03 01:40:00,18.17,73.5
CBE,2025-01-03 01:50:00,18.01,73.62
CBE,2025-01-03 02:00:00,17.43,74.04
CBE,2025-01-03 02:10:00,17.1,74.51
CBE,2025-01-03 02:20:00,17.75,76.02
CBE,2025-01-03 02:30:00,17.56,74.5
CBE,2025-01-03 02:40:00,17.81,73.98
CBE,2025-01-03 02:50:00,17.86,75.71
CBE,2025-01-03 03:00:00,17.69,77.37
CBE,2025-01-03 03:10:00,17.88,75.36
CBE,2025-01-03 03:20:00,17.74,74.25
CBE,2025-01-03 03:30:00,17.86,74.52
CBE,2025-01-03 03:40:00,17.53,74.16
CBE,2025-01-03 03:50:00,17.73,73.67
CBE,2025-01-03 04:00:00,17.91,76.74
CBE,2025-01-03 04:10:00,18.17,72.18
CBE,2025-01-03 04:20:00,17.89,74.83
CBE,2025-01-03 04:30:00,18.26,72.67
CBE,2025-01-03 04:40:00,18.13,70.38
CBE,2025-01-03 04:50:00,18.29,72.03
CBE,2025-01-03 05:00:00,18.7,71.17
CBE,2025-01-03 05:10:00,17.99,72.52
CBE,2025-01-03 05:20:00,18.34,71.43
CBE,2025-01-03 05:30:00,18.44,69.37
CBE,2025-01-03 05:40:00,18.35,72.7
CBE,2025-01-03 05:50:00,19.02,71.7
CBE,2025-01-03 06:00:00,19.63,71.99
CBE,2025-01-03 06:10:00,19.51,69.49
CBE,2025-01-03 06:20:00,19.85,68.59
CBE,2025-01-03 06:30:00,20.32,69.19
CBE,2025-01-03 06:40:00,20.6,66.74
CBE,2025-01-03 06:50:00,20.4,67.26
CBE,2025-01-03 07:00:00,21.05,66.24
CBE,2025-01-03 07:10:00,20.9,63.74
CBE,2025-01-03 07:20:00,20.86,65.53
CBE,2025-01-03 07:30:00,21.17,64.08
CBE,2025-01-03 07:40:00,21.15,63.77
CBE,2025-01-03 07:50:00,21.58,64.06
CBE,2025-01-03 08:00:00,21.99,64.79
CBE,2025-01-03 08:10:00,22.59,60.98
CBE,2025-01-03 08:20:00,23.12,61.1
CBE,2025-01-03 08:30:00,22.45,59.81
CBE,2025-01-03 08:40:00,23.24,59.06
CBE,2025-01-03 08:50:00,23.07,58.77
CBE,2025-01-03 09:00:00,23.79,58.71
CBE,2025-01-03 09:10:00,23.87,59.23
CBE,2025-01-03 09:20:00,23.62,58.18
CBE,2025-01-03 09:30:00,24.71,55.46
CBE,2025-01-03 09:40:00,24.51,58.34
CBE,2025-01-03 09:50:00,24.78,57.17
CBE,2025-01-03 10:00:00,24.88,53.77
CBE,2025-01-03 10:10:00,25.25,56.33
CBE,2025-01-03 10:20:00,25.83,54.36
CBE,2025-01-03 10:30:00,25.89,53.03
CBE,2025-01-03 10:40:00,26.28,53.2
CBE,2025-01-03 10:50:00,26.53,52.04
CBE,2025-01-03 11:00:00,27.04,52.32
CBE,2025-01-03 11:10:00,26.77,51.22
CBE,2025-01-03 11:20:00,26.64,49.89
CBE,2025-01-03 11:30:00,27.62,46.83
CBE,2025-01-03 11:40:00,27.4,50.15
CBE,2025-01-03 11:50:00,28.03,48.31
CBE,2025-01-03 12:00:00,28.0,49.56
CBE,2025-01-03 12:10:00,28.03,48.67
CBE,2025-01-03 12:20:00,28.35,46.99
CBE,2025-01-03 12:30:00,28.99,48.64
CBE,2025-01-03 12:40:00,29.18,47.02
CBE,2025-01-03 12:50:00,28.73,46.6
CBE,2025-01-03 13:00:00,28.89,45.81
CBE,2025-01-03 13:10:00,29.29,48.22
CBE,2025-01-03 13:20:00,28.83,44.34
CBE,2025-01-03 13:30:00,29.29,44.66
CBE,2025-01-03 13:40:00,29.28,43.05
CBE,2025-01-03 13:50:00,29.46,45.79
CBE,2025-01-03 14:00:00,29.19,43.64
CBE,2025-01-03 14:10:00,29.03,43.65
CBE,2025-01-03 14:20:00,28.93,43.46
CBE,2025-01-03 14:30:00,29.26,44.23
CBE,2025-01-03 14:40:00,29.49,42.18
CBE,2025-01-03 14:50:00,29.55,40.65
CBE,2025-01-03 15:00:00,30.23,44.69
CBE,2025-01-03 15:10:00,29.97,40.85
CBE,2025-01-03 15:20:00,29.33,45.34
CBE,2025-01-03 15:30:00,29.7,46.47
CBE,2025-01-03 15:40:00,29.43,43.98
CBE,2025-01-03 15:50:00,29.42,46.31
CBE,2025-01-03 16:00:00,29.5,44.48
CBE,2025-01-03 16:10:00,29.55,47.1
CBE,2025-01-03 16:20:00,29.18,44.22
CBE,2025-01-03 16:30:00,29.51,41.6
CBE,2025-01-03 16:40:00,28.74,45.29
CBE,2025-01-03 16:50:00,28.97,48.26
CBE,2025-01-03 17:00:00,29.62,46.81
CBE,2025-01-03 17:10:00,28.77,45.58
CBE,2025-01-03 17:20:00,28.99,47.21
CBE,2025-01-03 17:30:00,28.43,48.56
CBE,2025-01-03 17:40:00,28.42,47.38
CBE,2025-01-03 17:50:00,28.05,51.88
CBE,2025-01-03 18:00:00,27.84,47.62
CBE,2025-01-03 18:10:00,27.47,50.37
CBE,2025-01-03 18:20:00,27.63,50.5
CBE,2025-01-03 18:30:00,27.04,48.82
CBE,2025-01-03 18:40:00,27.29,49.76
CBE,2025-01-03 18:50:00,27.2,52.47
CBE,2025-01-03 19:00:00,26.76,51.72
CBE,2025-01-03 19:10:00,26.33,52.58
CBE,2025-01-03 19:20:00,26.32,50.21
CBE,2025-01-03 19:30:00,25.85,54.25
CBE,2025-01-03 19:40:00,25.98,54.3
CBE,2025-01-03 19:50:00,24.9,54.4
CBE,2025-01-03 20:00:00,25.1,55.66
CBE,2025-01-03 20:10:00,24.35,55.14
CBE,2025-01-03 20:20:00,24.24,55.51
CBE,2025-01-03 20:30:00,24.84,56.68
CBE,2025-01-03 20:40:00,24.44,57.0
CBE,2025-01-03 20:50:00,23.69,61.62
CBE,2025-01-03 21:00:00,23.2,60.37
CBE,2025-01-03 21:10:00,22.5,58.2
CBE,2025-01-03 21:20:00,22.96,63.36
CBE,2025-01-03 21:30:00,23.59,60.31
CBE,2025-01-03 21:40:00,22.73,61.65
CBE,2025-01-03 21:50:00,22.18,63.6
CBE,2025-01-03 22:00:00,22.23,59.93
CBE,2025-01-03 22:10:00,21.37,63.16
CBE,2025-01-03 22:20:00,21.5,63.27
CBE,2025-01-03 22:30:00,21.38,65.05
CBE,2025-01-03 22:40:00,21.08,65.9
CBE,2025-01-03 22:50:00,21.11,65.81
CBE,2025-01-03 23:00:00,20.75,66.32
CBE,2025-01-03 23:10:00,20.62,68.66
CBE,2025-01-03 23:20:00,20.0,68.06
CBE,2025-01-03 23:30:00,20.26,68.2
CBE,2025-01-03 23:40:00,20.28,68.87
CBE,2025-01-03 23:50:00,19.3,71.89
CBE,2025-01-04 00:00:00,20.23,71.2
CBE,2025-01-04 00:10:00,20.72,70.62
CBE,2025-01-04 00:20:00,20.09,68.96
CBE,2025-01-04 00:30:00,20.4,70.08
CBE,2025-01-04 00:40:00,19.69,71.92
CBE,2025-01-04 00:50:00,20.12,72.82
CBE,2025-01-04 01:00:00,19.59,72.49
CBE,2025-01-04 01:10:00,19.5,74.17
CBE,2025-01-04 01:20:00,19.77,73.08
CBE,2025-01-04 01:30:00,19.09,72.82
CBE,2025-01-04 01:40:00,18.82,75.35
CBE,2025-01-04 01:50:00,18.89,76.69
CBE,2025-01-04 02:00:00,19.08,73.16
CBE,2025-01-04 02:10:00,18.41,75.34
CBE,2025-01-04 02:20:00,19.02,72.25
CBE,2025-01-04 02:30:00,18.63,72.99
CBE,2025-01-04 02:40:00,19.11,74.39
CBE,2025-01-04 02:50:00,18.03,77.02
CBE,2025-01-04 03:00:00,18.51,74.17
CBE,2025-01-04 03:10:00,18.24,74.09
CBE,2025-01-04 03:20:00,18.52,75.33
CBE,2025-01-04 03:30:00,18.87,75.26
CBE,2025-01-04 03:40:00,18.78,73.93
CBE,2025-01-04 03:50:00,18.81,77.96
CBE,2025-01-04 04:00:00,18.9,74.42
CBE,2025-01-04 04:10:00,19.08,74.81
CBE,2025-01-04 04:20:00,18.8,73.83
CBE,2025-01-04 04:30:00,19.41,74.85
CBE,2025-01-04 04:40:00,19.5,75.78
CBE,2025-01-04 04:50:00,19.54,76.13
CBE,2025-01-04 05:00:00,19.71,72.18
CBE,2025-01-04 05:10:00,19.77,74.64
CBE,2025-01-04 05:20:00,20.44,73.45
CBE,2025-01-04 05:30:00,19.96,73.7
CBE,2025-01-04 05:40:00,20.05,71.69
CBE,2025-01-04 05:50:00,20.09,71.11
CBE,2025-01-04 06:00:00,20.19,72.34
CBE,2025-01-04 06:10:00,20.32,71.9
CBE,2025-01-04 06:20:00,20.62,72.32
CBE,2025-01-04 06:30:00,21.07,69.76
CBE,2025-01-04 06:40:00,21.4,68.78
CBE,2025-01-04 06:50:00,21.53,64.7
CBE,2025-01-04 07:00:00,21.51,65.42
CBE,2025-01-04 07:10:00,22.24,66.67
CBE,2025-01-04 07:20:00,22.43,65.02
CBE,2025-01-04 07:30:00,22.4,67.29
CBE,2025-01-04 07:40:00,22.49,63.5
CBE,2025-01-04 07:50:00,23.1,64.09
CBE,2025-01-04 08:00:00,23.25,63.52
CBE,2025-01-04 08:10:00,23.01,65.39
CBE,2025-01-04 08:20:00,23.68,62.03
CBE,2025-01-04 08:30:00,24.04,62.97
CBE,2025-01-04 08:40:00,23.95,61.93
CBE,2025-01-04 08:50:00,24.54,62.34
CBE,2025-01-04 09:00:00,24.31,61.61
CBE,2025-01-04 09:10:00,25.4,59.63
CBE,2025-01-04 09:20:00,25.64,56.48
CBE,2025-01-04 09:30:00,25.45,58.03
CBE,2025-01-04 09:40:00,25.89,57.7
CBE,2025-01-04 09:50:00,25.32,57.52
CBE,2025-01-04 10:00:00,25.95,55.34
CBE,2025-01-04 10:10:00,26.46,57.53
CBE,2025-01-04 10:20:00,26.47,55.22
CBE,2025-01-04 10:30:00,27.25,53.21
CBE,2025-01-04 10:40:00,27.88,53.31
CBE,2025-01-04 10:50:00,27.16,56.3
CBE,2025-01-04 11:00:00,27.49,53.83
CBE,2025-01-04 11:10:00,28.04,53.85
CBE,2025-01-04 11:20:00,28.67,50.17
CBE,2025-01-04 11:30:00,28.03,50.17
CBE,2025-01-04 11:40:00,28.67,49.67
CBE,2025-01-04 11:50:00,29.34,50.48
CBE,2025-01-04 12:00:00,28.49,49.47
CBE,2025-01-04 12:10:00,28.78,48.54
CBE,2025-01-04 12:20:00,29.21,48.3
CBE,2025-01-04 12:30:00,29.35,47.24
CBE,2025-01-04 12:40:00,29.9,47.78
CBE,2025-01-04 12:50:00,29.87,49.35
CBE,2025-01-04 13:00:00,29.41,45.07
CBE,2025-01-04 13:10:00,30.22,47.55
CBE,2025-01-04 13:20:00,30.01,48.81
CBE,2025-01-04 13:30:00,30.67,46.2
CBE,2025-01-04 13:40:00,30.19,45.44
CBE,2025-01-04 13:50:00,30.27,47.41
CBE,2025-01-04 14:00:00,30.7,44.37
CBE,2025-01-04 14:10:00,30.83,45.65
CBE,2025-01-04 14:20:00,30.79,44.0
CBE,2025-01-04 14:30:00,30.19,42.66
CBE,2025-01-04 14:40:00,30.88,45.16
CBE,2025-01-04 14:50:00,30.43,43.45
CBE,2025-01-04 15:00:00,30.81,45.32
CBE,2025-01-04 15:10:00,30.31,47.02
CBE,2025-01-04 15:20:00,30.85,48.17
CBE,2025-01-04 15:30:00,30.45,45.6
CBE,2025-01-04 15:40:00,30.27,47.09
CBE,2025-01-04 15:50:00,30.81,46.29
CBE,2025-01-04 16:00:00,30.61,45.27
CBE,2025-01-04 16:10:00,30.28,43.14
CBE,2025-01-04 16:20:00,30.82,48.68
CBE,2025-01-04 16:30:00,30.15,44.9
CBE,2025-01-04 16:40:00,30.19,48.81
CBE,2025-01-04 16:50:00,30.14,47.83
CBE,2025-01-04 17:00:00,29.75,45.88
CBE,2025-01-04 17:10:00,29.94,48.15
CBE,2025-01-04 17:20:00,29.5,51.25
CBE,2025-01-04 17:30:00,29.38,50.74
CBE,2025-01-04 17:40:00,29.75,48.07
CBE,2025-01-04 17:50:00,28.85,48.21
CBE,2025-01-04 18:00:00,28.26,49.88
CBE,2025-01-04 18:10:00,29.28,49.95
CBE,2025-01-04 18:20:00,29.36,52.49
CBE,2025-01-04 18:30:00,28.27,52.31
CBE,2025-01-04 18:40:00,27.6,49.19
CBE,2025-01-04 18:50:00,27.87,52.96
CBE,2025-01-04 19:00:00,27.66,52.56
CBE,2025-01-04 19:10:00,27.46,53.46
CBE,2025-01-04 19:20:00,26.94,54.37
CBE,2025-01-04 19:30:00,27.21,56.39
CBE,2025-01-04 19:40:00,26.95,56.67
CBE,2025-01-04 19:50:00,26.1,54.7
CBE,2025-01-04 20:00:00,26.5,56.36
CBE,2025-01-04 20:10:00,26.66,56.41
CBE,2025-01-04 20:20:00,25.84,55.21
CBE,2025-01-04 20:30:00,25.42,58.21
CBE,2025-01-04 20:40:00,25.22,61.79
